Time step,Vab,Vbc,Vca,Ia,Ib,Ic,,,,,W1,W2
0.0041121,248.5,-201,-80.375,-1.2602,-2.0953,3.3312,,,,,-313.1597,
0.0041201,251.16,-203.38,-79.281,-1.1766,-1.8453,3.2945,,,,,-295.514856,
0.0041281,247.31,-201.94,-77.406,-1.2219,-2.0938,3.2875,,,,,-302.188089,
0.0041361,250.34,-200.22,-74.781,-1.1992,-2.0906,3.3109,,,,,-300.207728,
0.0041441,243.59,-199.03,-81.906,-1.1906,-2,3.2875,,,,,-290.018254,
0.0041521,248.22,-203.97,-80.312,-1.193,-2.1508,3.2453,,,,,-296.12646,
0.0041601,249.84,-196.41,-81.625,-1.2016,-2.1156,3.2922,,,,,-300.207744,
0.0041681,247.06,-201.12,-82.719,-1.2328,-2.0828,3.1758,,,,,-304.575568,
0.0041761,248.88,-198.88,-82.375,-1.0984,-2.0523,3.2914,,,,,-273.369792,
0.0041841,250.34,-198.94,-82.656,-1.1664,-2.0562,3.3852,,,,,-291.996576,
0.0041921,249.97,-198.88,-82.812,-1.2211,-2.1891,3.3023,,,,,-305.238367,
0.0042001,250.72,-199.56,-82.75,-1.2016,-2.0844,3.3875,,,,,-301.265152,
0.0042081,249.88,-191.59,-86.094,-1.1938,-2.0719,3.2727,,,,,-298.306744,
0.0042161,250.88,-199.03,-84.031,-1.0945,-2.0805,3.3781,,,,,-274.58816,
0.0042241,253.44,-195.53,-89.156,-1.1258,-2.2039,3.3891,,,,,-285.322752,
0.0042321,253.53,-199.28,-84.25,-1.0016,-2.1672,3.3383,,,,,-253.935648,
0.0042401,251.22,-198.62,-86.75,-1.1281,-2.1164,3.3438,,,,,-283.401282,
0.0042481,251.06,-194.94,-89.5,-1.0906,-2.1367,3.1984,,,,,-273.806036,
0.0042561,249.59,-192.56,-88,-1.0875,-2.2836,3.425,,,,,-271.429125,
0.0042641,247.97,-198.5,-88.844,-1.1258,-2.0328,3.2875,,,,,-279.164626,
0.0042721,252,-196.31,-92.062,-1.1187,-2.243,3.3438,,,,,-281.9124,
0.0042801,248.62,-194.69,-90.969,-1.1609,-2.225,3.393,,,,,-288.622958,
0.0042881,249.53,-191.84,-91,-1.0406,-2.207,3.357,,,,,-259.660918,
0.0042961,248.34,-195.56,-92.375,-0.97031,-2.1906,3.3375,,,,,-240.9667854,
0.0043041,252.47,-192.56,-89.812,-0.99609,-2.2781,3.3648,,,,,-251.4828423,
0.0043121,251.47,-194.44,-91.719,-0.95625,-2.293,3.3992,,,,,-240.4681875,
0.0043201,255.25,-192.75,-92.469,-1.0609,-2.1758,3.4367,,,,,-270.794725,
0.0043281,258.56,-192.66,-91.094,-0.97266,-2.1695,3.2883,,,,,-251.4909696,
0.0043361,253.12,-192.22,-96.281,-0.94609,-2.2695,3.2508,,,,,-239.4743008,
0.0043441,253.19,-190.03,-97.406,-1.0172,-2.2078,3.2812,,,,,-257.544868,
0.0043521,249.44,-189.09,-99.188,-1.1078,-2.2031,3.4203,,,,,-276.329632,
0.0043601,255.53,-191.12,-91.219,-1.0094,-2.307,3.3734,,,,,-257.931982,
0.0043681,255.34,-191.53,-95.75,-0.96641,-2.3422,3.4797,,,,,-246.7631294,
0.0043761,253,-192.03,-94.188,-1.0188,-2.3055,3.2367,,,,,-257.7564,
0.0043841,247.28,-187.91,-97.688,-1.0664,-2.1984,3.532,,,,,-263.699392,
0.0043921,250.94,-188.09,-97.125,-1.0117,-2.2891,3.3633,,,,,-253.875998,
0.0044001,250.91,-185.69,-99.906,-1.0492,-2.2812,3.382,,,,,-263.254772,
0.0044081,258.94,-187.66,-98.906,-1.0133,-2.3648,3.4898,,,,,-262.383902,
0.0044161,252.69,-188.19,-100.59,-0.93516,-2.3508,3.3383,,,,,-236.3055804,
0.0044241,255.09,-186.25,-97.688,-0.92266,-2.2398,3.343,,,,,-235.3613394,
0.0044321,252.5,-183.72,-101.78,-0.84844,-2.2617,3.3438,,,,,-214.2311,
0.0044401,253.41,-185.75,-100.12,-0.89687,-2.307,3.3406,,,,,-227.2758267,
0.0044481,259.06,-185.25,-103.38,-0.93281,-2.2805,3.3359,,,,,-241.6537586,
0.0044561,258.06,-183.78,-98.25,-0.92109,-2.4227,3.3852,,,,,-237.6964854,
0.0044641,256.78,-184.03,-103.56,-0.92891,-2.4047,3.4211,,,,,-238.5255098,
0.0044721,252.28,-181.66,-102.53,-0.89687,-2.4375,3.3156,,,,,-226.2623636,
0.0044801,250.28,-183.28,-103.59,-0.86484,-2.4453,3.3953,,,,,-216.4521552,
0.0044881,259.75,-183.81,-104.25,-0.93047,-2.3906,3.4055,,,,,-241.6895825,
0.0044961,255.66,-180.28,-104.75,-0.775,-2.3766,3.4078,,,,,-198.1365,
0.0045041,263.97,-182.16,-105.62,-0.82656,-2.407,3.3047,,,,,-218.1870432,
0.0045121,256.41,-181.03,-106.88,-0.92031,-2.4398,3.3281,,,,,-235.9766871,
0.0045201,255.72,-181.28,-106.75,-0.91484,-2.3555,3.2742,,,,,-233.9428848,
0.0045281,255.12,-177.19,-112.78,-0.79531,-2.4422,3.2992,,,,,-202.8994872,
0.0045361,255.25,-180.66,-108.19,-0.81016,-2.4859,3.2305,,,,,-206.79334,
0.0045441,256.62,-183.16,-110.97,-0.83203,-2.525,3.3641,,,,,-213.5155386,
0.0045521,257.75,-179.84,-106.97,-0.90703,-2.4555,3.3805,,,,,-233.7869825,
0.0045601,252.44,-174.88,-110.03,-0.71719,-2.3773,3.3062,,,,,-181.0474436,
0.0045681,258.81,-177.97,-109.44,-0.86406,-2.4445,3.3445,,,,,-223.6273686,
0.0045761,255.72,-175.22,-110.5,-0.79453,-2.418,3.2602,,,,,-203.1772116,
0.0045841,257,-178.56,-112.62,-0.84688,-2.4539,3.2828,,,,,-217.64816,
0.0045921,260.53,-181.75,-112.34,-0.87969,-2.5305,3.3492,,,,,-229.1856357,
0.0046001,263.81,-173.44,-110.31,-0.82188,-2.5938,3.2586,,,,,-216.8201628,
0.0046081,259.53,-177.28,-114.06,-0.87266,-2.5648,3.3266,,,,,-226.4814498,
0.0046161,256.88,-174.28,-113.06,-0.73828,-2.4297,3.3656,,,,,-189.6493664,
0.0046241,260.62,-170.62,-117.88,-0.83906,-2.4633,3.4766,,,,,-218.6758172,
0.0046321,261.69,-172.09,-117.06,-0.76484,-2.5578,3.3672,,,,,-200.1509796,
0.0046401,259.94,-171.06,-116.53,-0.72969,-2.4484,3.368,,,,,-189.6756186,
0.0046481,260.44,-174.34,-117.19,-0.68516,-2.5039,3.3813,,,,,-178.4430704,
0.0046561,254.41,-170.38,-121.97,-0.72109,-2.5266,3.3047,,,,,-183.4525069,
0.0046641,257.34,-172.16,-118.41,-0.75859,-2.6359,3.3164,,,,,-195.2155506,
0.0046721,263.88,-167.81,-121.34,-0.70312,-2.6055,3.4961,,,,,-185.5393056,
0.0046801,257.25,-170.31,-121.19,-0.66484,-2.6281,3.3047,,,,,-171.03009,
0.0046881,258.56,-167.91,-124.47,-0.60234,-2.6375,3.3578,,,,,-155.7410304,
0.0046961,264.44,-171.56,-123.38,-0.67578,-2.6437,3.3148,,,,,-178.7032632,
0.0047041,260.38,-169.56,-120.66,-0.65156,-2.6664,3.3422,,,,,-169.6531928,
0.0047121,262.81,-166,-124.91,-0.57188,-2.6617,3.3867,,,,,-150.2957828,
0.0047201,262.09,-165.91,-124.97,-0.59844,-2.568,3.3242,,,,,-156.8451396,
0.0047281,263.22,-167.84,-127.44,-0.775,-2.6508,3.2727,,,,,-203.9955,
0.0047361,263.09,-165.5,-130.16,-0.78516,-2.7258,3.3203,,,,,-206.5677444,
0.0047441,256.91,-166.72,-128.06,-0.54844,-2.65,3.2781,,,,,-140.8997204,
0.0047521,263.59,-165.5,-130.94,-0.62578,-2.7055,3.2344,,,,,-164.9493502,
0.0047601,258.72,-164.31,-131.5,-0.59609,-2.7109,3.307,,,,,-154.2204048,
0.0047681,258.84,-161.44,-135.28,-0.55547,-2.6594,3.3828,,,,,-143.7778548,
0.0047761,259.31,-163.41,-129.97,-0.5375,-2.7336,3.3125,,,,,-139.379125,
0.0047841,262.06,-162.88,-133.28,-0.60938,-2.6641,3.3648,,,,,-159.6941228,
0.0047921,259.38,-163.47,-130.59,-0.47031,-2.7344,3.2828,,,,,-121.9890078,
0.0048001,263.44,-162.22,-136.47,-0.61094,-2.8008,3.4102,,,,,-160.9460336,
0.0048081,264.31,-162.81,-133.94,-0.50547,-2.7578,3.2852,,,,,-133.6007757,
0.0048161,259.66,-160.09,-133.72,-0.68125,-2.6938,3.4117,,,,,-176.893375,
0.0048241,266.16,-160.56,-130.47,-0.61797,-2.6891,3.2687,,,,,-164.4788952,
0.0048321,264.94,-160,-138.19,-0.50469,-2.7211,3.3016,,,,,-133.7125686,
0.0048401,258.69,-160.28,-139,-0.47266,-2.7469,3.2242,,,,,-122.2724154,
0.0048481,259.16,-161.22,-137,-0.44453,-2.7633,3.3008,,,,,-115.2043948,
0.0048561,260.97,-158.12,-138.5,-0.44062,-2.7969,3.2648,,,,,-114.9886014,
0.0048641,260.62,-154.88,-141.41,-0.47266,-2.7602,3.2359,,,,,-123.1846492,
0.0048721,263.03,-158.31,-139.06,-0.45,-2.7914,3.2305,,,,,-118.3635,
0.0048801,265.03,-154.03,-140.66,-0.35,-2.743,3.2898,,,,,-92.7605,
0.0048881,263.22,-159.09,-143.88,-0.41797,-2.8523,3.1789,,,,,-110.0180634,
0.0048961,258.66,-153.25,-145.88,-0.39922,-2.8492,3.3312,,,,,-103.2622452,
0.0049041,264.62,-152.62,-143.06,-0.51484,-2.9438,3.3375,,,,,-136.2369608,
0.0049121,262,-152.19,-144.25,-0.45469,-2.9039,3.2984,,,,,-119.12878,
0.0049201,268.25,-155.72,-141.81,-0.39844,-2.8805,3.275,,,,,-106.88153,
0.0049281,264.94,-152.31,-144.47,-0.36641,-2.8586,3.3062,,,,,-97.0766654,
0.0049361,264.31,-153.12,-146.09,-0.44062,-2.8023,3.2531,,,,,-116.4602722,
0.0049441,264.06,-152.41,-147.69,-0.34844,-2.7961,3.1883,,,,,-92.0090664,
0.0049521,263.78,-154.16,-147.22,-0.30078,-2.957,3.2867,,,,,-79.3397484,
0.0049601,262.75,-149.81,-148.09,-0.33359,-2.9297,3.2945,,,,,-87.6507725,
0.0049681,263.94,-147.78,-149.59,-0.375,-2.8547,3.3359,,,,,-98.9775,
0.0049761,264.72,-150.16,-148.16,-0.28984,-2.8867,3.1789,,,,,-76.7264448,
0.0049841,266.31,-148.66,-150.28,-0.275,-2.9227,3.3328,,,,,-73.23525,
0.0049921,263.81,-145.12,-148.75,-0.29297,-2.9289,3.3281,,,,,-77.2884157,
0.0050001,264.03,-148,-149.84,-0.32812,-2.9414,3.2453,,,,,-86.6335236,
0.0050081,263.66,-147,-154.38,-0.29609,-2.8563,3.3094,,,,,-78.0670894,
0.0050161,264.12,-147.53,-154.5,-0.30234,-3.0016,3.2492,,,,,-79.8540408,
0.0050241,269.47,-144.66,-152.31,-0.31016,-3.0305,3.2125,,,,,-83.5788152,
0.0050321,269.88,-146.88,-156.44,-0.28906,-2.9469,3.2625,,,,,-78.0115128,
0.0050401,264.03,-145.56,-152.62,-0.30703,-3.0859,3.35,,,,,-81.0651309,
0.0050481,269.88,-144.66,-156.09,-0.11719,-3.0914,3.3656,,,,,-31.6272372,
0.0050561,267.25,-141.53,-156,-0.22344,-3.0109,3.1773,,,,,-59.71434,
0.0050641,266.03,-142.12,-156.78,-0.22969,-3,3.2148,,,,,-61.1044307,
0.0050721,264.34,-141.47,-162.25,-0.19766,-2.9562,3.1898,,,,,-52.2494444,
0.0050801,266.78,-143.19,-159.09,-0.20469,-2.882,3.1773,,,,,-54.6071982,
0.0050881,264.06,-142.06,-159.47,-0.12266,-3.0031,3.3023,,,,,-32.3895996,
0.0050961,268.28,-142.81,-157.81,-0.25156,-3.0531,3.1313,,,,,-67.4885168,
0.0051041,269.12,-135.81,-161.06,-0.11953,-3.0961,3.1953,,,,,-32.1679136,
0.0051121,262.78,-140.56,-163.03,-0.17422,-3.0102,3.1656,,,,,-45.7815316,
0.0051201,262,-137.84,-165.34,-0.16094,-3.0648,3.1359,,,,,-42.16628,
0.0051281,266.5,-138.31,-164.53,-0.09375,-3.0297,3.1516,,,,,-24.984375,
0.0051361,261.69,-132.25,-164.88,-0.061719,-3.1266,3.2219,,,,,-16.15124511,
0.0051441,272.09,-136.03,-161.25,-0.059375,-3.1609,3.1727,,,,,-16.15534375,
0.0051521,263,-136.53,-168.84,-0.11953,-3.1555,3.1352,,,,,-31.43639,
0.0051601,260.31,-135.44,-168.91,-0.10547,-3.0438,3.1586,,,,,-27.4548957,
0.0051681,264.66,-135.09,-165.81,-0.071094,-3.1234,3.1617,,,,,-18.81573804,
0.0051761,266.41,-133.34,-169,-0.20859,-3.1656,3.0906,,,,,-55.5704619,
0.0051841,265.06,-132.22,-166.22,0.011719,-3.1094,3.2836,,,,,3.10623814,
0.0051921,275.69,-129.19,-166.19,-0.082812,-3.0914,3.1469,,,,,-22.83044028,
0.0052001,261.06,-128.38,-165.34,0.025781,-3.2156,3.1594,,,,,6.73038786,
0.0052081,262.66,-129.16,-171,-0.025781,-3.1984,3.3,,,,,-6.77163746,
0.0052161,259.84,-131.62,-169.91,-0.04375,-3.1437,3.1984,,,,,-11.368,
0.0052241,268.12,-130.47,-172.31,0.052344,-3.1828,3.1336,,,,,14.03447328,
0.0052321,263.12,-129.34,-171.78,0.05625,-3.2164,3.2336,,,,,14.8005,
0.0052401,267.91,-125.41,-170.59,-0.014063,-3.0992,3.1766,,,,,-3.76761833,
0.0052481,264.5,-127.25,-174.56,-0.025,-3.2219,3.2156,,,,,-6.6125,
0.0052561,264.44,-128.94,-172.91,0.038281,-3.193,3.1477,,,,,10.12302764,
0.0052641,265.59,-126.28,-174.22,-0.014844,-3.2687,3.1766,,,,,-3.94241796,
0.0052721,260.19,-127.84,-171.91,0.054688,-3.2453,3.1461,,,,,14.22927072,
0.0052801,261.66,-122.34,-175.88,0.0078125,-3.2742,3.193,,,,,2.04421875,
0.0052881,263.16,-120.91,-171.81,0.13437,-3.1594,3.0844,,,,,35.3608092,
0.0052961,259.97,-120.34,-179.16,0.14141,-3.2961,3.1609,,,,,36.7623577,
0.0053041,257.69,-121.94,-177.69,0.099219,-3.2594,3.1648,,,,,25.56774411,
0.0053121,259.97,-118.81,-178.84,0.16875,-3.2734,3.1187,,,,,43.8699375,
0.0053201,262.5,-118.31,-178.66,0.09375,-3.1539,3.1047,,,,,24.609375,
0.0053281,262.25,-120.91,-179.56,0.098437,-3.307,3.0836,,,,,25.81510325,
0.0053361,266.81,-119.81,-181.25,0.12422,-3.2445,3.1359,,,,,33.1431382,
0.0053441,257.47,-117,-178.41,0.12187,-3.1906,3.0516,,,,,31.3778689,
0.0053521,264.84,-115.62,-177.59,0.17109,-3.2555,3.0891,,,,,45.3114756,
0.0053601,259.44,-114.44,-180.41,0.18906,-3.3062,3.0859,,,,,49.0497264,
0.0053681,263.19,-119.94,-179.59,0.12578,-3.2969,3.1156,,,,,33.1040382,
0.0053761,263.22,-115.09,-185.03,0.29219,-3.332,3.157,,,,,76.9102518,
0.0053841,267.03,-115.56,-181.84,0.21953,-3.2836,3.1906,,,,,58.6210959,
0.0053921,256.03,-113.38,-185.88,0.23438,-3.2414,3.1391,,,,,60.0083114,
0.0054001,262,-111.56,-184,0.17734,-3.2664,3.0977,,,,,46.46308,
0.0054081,260.72,-111.69,-185.47,0.34609,-3.2953,3.15,,,,,90.2325848,
0.0054161,259.22,-108.81,-182.75,0.19141,-3.3617,3.0852,,,,,49.6173002,
0.0054241,261.97,-104.97,-183.91,0.29531,-3.2867,3.0891,,,,,77.3623607,
0.0054321,260.44,-108.78,-183.91,0.34297,-3.2781,3.1094,,,,,89.3231068,
0.0054401,258.94,-105.56,-185.59,0.2,-3.3602,3.1703,,,,,51.788,
0.0054481,260.31,-109.81,-191.44,0.32109,-3.3945,2.9609,,,,,83.5829379,
0.0054561,255.97,-104.94,-190.44,0.26094,-3.3094,3.1211,,,,,66.7928118,
0.0054641,263.34,-105.47,-185.16,0.25859,-3.4586,3.0773,,,,,68.0970906,
0.0054721,260.16,-106.19,-187.97,0.30469,-3.4062,3.05,,,,,79.2681504,
0.0054801,260.56,-104,-191.72,0.36172,-3.3391,3.1391,,,,,94.2497632,
0.0054881,258.06,-104.09,-189.38,0.38359,-3.1781,3.0063,,,,,98.9892354,
0.0054961,259,-102.47,-188.66,0.36797,-3.4195,3.0977,,,,,95.30423,
0.0055041,258.84,-103.94,-190.78,0.30391,-3.3492,3.0797,,,,,78.6640644,
0.0055121,257.5,-103.25,-189.97,0.38359,-3.4227,3.05,,,,,98.774425,
0.0055201,258.34,-98.656,-193.47,0.40703,-3.4328,3.0633,,,,,105.1521302,
0.0055281,265,-101.94,-189.97,0.52266,-3.4039,3.1313,,,,,138.5049,
0.0055361,257.91,-99.219,-195.06,0.43672,-3.4766,3.1109,,,,,112.6344552,
0.0055441,260.16,-98.781,-192.62,0.42812,-3.3312,2.9828,,,,,111.3796992,
0.0055521,257.44,-95.344,-193.69,0.36016,-3.4023,3.0602,,,,,92.7195904,
0.0055601,252.69,-95.219,-193.59,0.39219,-3.4898,2.95,,,,,99.1024911,
0.0055681,257,-96.906,-196.12,0.43359,-3.4133,2.9344,,,,,111.43263,
0.0055761,256.75,-96.719,-194.28,0.49844,-3.457,2.9266,,,,,127.97447,
0.0055841,261.34,-90.5,-197.47,0.50156,-3.4125,3.0828,,,,,131.0776904,
0.0055921,256.25,-95.281,-192.84,0.54531,-3.4508,3.0227,,,,,139.7356875,
0.0056001,259.28,-90.656,-195.94,0.43125,-3.4227,2.8211,,,,,111.8145,
0.0056081,256.25,-90.812,-196.84,0.44922,-3.3977,2.9508,,,,,115.112625,
0.0056161,256.62,-90.375,-199.75,0.56094,-3.4984,2.9992,,,,,143.9484228,
0.0056241,256.34,-89.875,-199.12,0.52109,-3.4461,3.0422,,,,,133.5762106,
0.0056321,256.84,-88.438,-200.41,0.45469,-3.5234,3.0695,,,,,116.7825796,
0.0056401,256.06,-91.625,-197.81,0.63516,-3.4883,3.0187,,,,,162.6390696,
0.0056481,258.31,-88.719,-199.69,0.54531,-3.475,2.9281,,,,,140.8590261,
0.0056561,252.16,-87.875,-199.28,0.49531,-3.5055,2.9961,,,,,124.8973696,
0.0056641,253.19,-88.75,-200.31,0.57969,-3.5172,2.8898,,,,,146.7717111,
0.0056721,254.06,-87.219,-198.97,0.55156,-3.5039,2.9086,,,,,140.1293336,
0.0056801,253.06,-82.406,-204.84,0.61016,-3.5406,2.9719,,,,,154.4070896,
0.0056881,258.09,-80.438,-200.5,0.60313,-3.582,2.8805,,,,,155.6618217,
0.0056961,252.19,-85.062,-206.59,0.67266,-3.5258,2.8445,,,,,169.6381254,
0.0057041,257.47,-86.625,-205.22,0.58984,-3.3578,2.9227,,,,,151.8661048,
0.0057121,256.84,-80.094,-203.44,0.5375,-3.5516,3.0281,,,,,138.0515,
0.0057201,257.34,-83.188,-203.66,0.6,-3.5164,2.7867,,,,,154.404,
0.0057281,252.34,-82.406,-207.28,0.67734,-3.4695,2.8961,,,,,170.9199756,
0.0057361,255.56,-80.531,-201.81,0.76562,-3.4695,2.8617,,,,,195.6618472,
0.0057441,249.97,-79.75,-205.75,0.65234,-3.4727,2.9438,,,,,163.0654298,
0.0057521,250.53,-77.875,-206.84,0.68672,-3.6016,2.8961,,,,,172.0439616,
0.0057601,250.72,-79.031,-204.78,0.66484,-3.5641,2.818,,,,,166.6886848,
0.0057681,256.84,-77.844,-205.03,0.74219,-3.5812,2.8164,,,,,190.6240796,
0.0057761,248.03,-77.688,-209.31,0.64844,-3.5438,2.7984,,,,,160.8325732,
0.0057841,253.16,-77.594,-205.91,0.61797,-3.5953,2.9,,,,,156.4452852,
0.0057921,252.03,-73.031,-209.12,0.80703,-3.3914,2.8492,,,,,203.3957709,
0.0058001,245.75,-74.969,-207.97,0.66172,-3.4852,2.793,,,,,162.61769,
0.0058081,242.66,-73.656,-213.25,0.65547,-3.4937,2.85,,,,,159.0563502,
0.0058161,253.34,-72.656,-212.53,0.74297,-3.5797,2.8883,,,,,188.2240198,
0.0058241,245.94,-74.312,-211.41,0.8125,-3.5758,2.8711,,,,,199.82625,
0.0058321,250.66,-71.781,-213.34,0.78516,-3.5703,2.7484,,,,,196.8082056,
0.0058401,250.91,-68.594,-213.97,0.7875,-3.607,2.857,,,,,197.591625,
0.0058481,252.5,-70.188,-210.16,0.73125,-3.5438,2.7617,,,,,184.640625,
0.0058561,248.94,-70.469,-214.53,0.87109,-3.625,2.9461,,,,,216.8491446,
0.0058641,244.56,-72.75,-210.22,0.83828,-3.6836,2.8062,,,,,205.0097568,
0.0058721,248,-69.25,-215.75,0.97031,-3.5281,2.9359,,,,,240.63688,
0.0058801,244.44,-69.156,-212,0.7625,-3.5812,2.8547,,,,,186.3855,
0.0058881,247.25,-63.781,-214.88,0.89844,-3.6641,2.7969,,,,,222.13929,
0.0058961,245.97,-69.125,-215.97,0.9125,-3.7344,2.8086,,,,,224.447625,
0.0059041,245.62,-61.781,-216.03,0.83828,-3.4492,2.7742,,,,,205.8983336,
0.0059121,245.88,-63.469,-212.91,0.81406,-3.5836,2.7602,,,,,200.1610728,
0.0059201,248.56,-59.906,-216.59,0.87109,-3.6281,2.7641,,,,,216.5181304,
0.0059281,246.41,-67.5,-217.94,0.93594,-3.5508,2.693,,,,,230.6249754,
0.0059361,246.38,-59.875,-219.31,0.88359,-3.6492,2.7773,,,,,217.6989042,
0.0059441,247.56,-64.25,-219,0.9125,-3.5102,2.7203,,,,,225.8985,
0.0059521,247.47,-57.625,-216.5,0.95703,-3.5922,2.7437,,,,,236.8362141,
0.0059601,252.59,-58.125,-215.03,0.8375,-3.5414,2.7672,,,,,211.544125,
0.0059681,243.81,-60.75,-218.34,0.79531,-3.5727,2.6773,,,,,193.9045311,
0.0059761,242.91,-64.094,-217.09,1.0023,-3.6953,2.6008,,,,,243.468693,
0.0059841,246.75,-57.906,-218.72,0.95156,-3.5812,2.6844,,,,,234.79743,
0.0059921,243.16,-57.906,-219.09,0.92812,-3.4984,2.6344,,,,,225.6816592,
0.0060001,244.75,-54.812,-223.84,0.93828,-3.5828,2.7641,,,,,229.64403,
0.0060081,242.81,-56.312,-222.28,0.88281,-3.4609,2.6977,,,,,214.3550961,
0.0060161,245.06,-52.062,-225.06,0.93281,-3.632,2.6977,,,,,228.5944186,
0.0060241,249.53,-53.906,-224.12,0.95469,-3.7141,2.6141,,,,,238.2237957,
0.0060321,242.38,-48.312,-225.12,0.99922,-3.4742,2.7867,,,,,242.1909436,
0.0060401,245.28,-51.719,-223.84,0.97109,-3.5641,2.6766,,,,,238.1889552,
0.0060481,245.75,-49.281,-222.22,0.98359,-3.5898,2.7773,,,,,241.7172425,
0.0060561,246.06,-49.938,-222.84,1.0031,-3.5578,2.7266,,,,,246.822786,
0.0060641,246.06,-47.281,-226.94,1.0344,-3.6406,2.7234,,,,,254.524464,
0.0060721,243.06,-52.219,-222.47,1.0031,-3.6492,2.7078,,,,,243.813486,
0.0060801,244.28,-47.438,-227.88,0.93047,-3.6187,2.6758,,,,,227.2952116,
0.0060881,245.09,-53,-225.16,0.97031,-3.5758,2.6266,,,,,237.8132779,
0.0060961,241.25,-44.312,-224.12,0.97344,-3.6508,2.6875,,,,,234.8424,
0.0061041,242.53,-48,-228.66,1.1234,-3.5992,2.6039,,,,,272.458202,
0.0061121,242.31,-45.938,-225.59,1.1078,-3.668,2.6242,,,,,268.431018,
0.0061201,241.69,-45.188,-225.25,1.1258,-3.6953,2.6172,,,,,272.094602,
0.0061281,237.09,-41,-230.19,1.0625,-3.6023,2.6281,,,,,251.908125,
0.0061361,239.97,-48.125,-229.91,1.1602,-3.7727,2.6484,,,,,278.413194,
0.0061441,241.59,-43,-229.06,1.0375,-3.6234,2.568,,,,,250.649625,
0.0061521,242.38,-43.25,-227.69,1.1492,-3.7242,2.6078,,,,,278.543096,
0.0061601,237.31,-41.75,-228.78,1.2531,-3.6945,2.6453,,,,,297.373161,
0.0061681,236.25,-40.781,-228.72,1.1352,-3.6047,2.6445,,,,,268.191,
0.0061761,235.56,-36.844,-232.47,1.0406,-3.7133,2.6023,,,,,245.123736,
0.0061841,238.72,-40.719,-228.81,1.1742,-3.6195,2.5352,,,,,280.305024,
0.0061921,241.34,-37.25,-228.66,1.0875,-3.6961,2.4695,,,,,262.45725,
0.0062001,237.62,-39.219,-235.28,1.1547,-3.6852,2.5172,,,,,274.379814,
0.0062081,236.72,-37.844,-232.81,1.0453,-3.6273,2.5594,,,,,247.443416,
0.0062161,238.5,-38.906,-233.31,1.0578,-3.6367,2.4516,,,,,252.2853,
0.0062241,234.97,-34.625,-231.16,1.1602,-3.6461,2.4953,,,,,272.612194,
0.0062321,237.16,-35.031,-233.5,1.1328,-3.6242,2.4734,,,,,268.654848,
0.0062401,240.06,-36.875,-234.81,1.1289,-3.6164,2.4836,,,,,271.003734,
0.0062481,239.41,-35.625,-233.03,1.2008,-3.6453,2.5438,,,,,287.483528,
0.0062561,233.25,-33.25,-233.66,1.2125,-3.7352,2.5109,,,,,282.815625,
0.0062641,231.84,-32.156,-233.06,1.2688,-3.6914,2.5172,,,,,294.158592,
0.0062721,231.97,-29.688,-239.47,1.4195,-3.5812,2.5602,,,,,329.281415,
0.0062801,238.97,-34.312,-234.56,1.3188,-3.6828,2.4859,,,,,315.153636,
0.0062881,238.53,-30.25,-237.22,1.3203,-3.6578,2.5203,,,,,314.931159,
0.0062961,236.78,-32.531,-236.06,1.3484,-3.6852,2.4398,,,,,319.274152,
0.0063041,230.22,-28.906,-239.34,1.2453,-3.5867,2.5484,,,,,286.692966,
0.0063121,235.22,-29.812,-237.84,1.2922,-3.5617,2.5234,,,,,303.951284,
0.0063201,233.5,-27.156,-239.75,1.3188,-3.6063,2.4898,,,,,307.9398,
0.0063281,234.62,-30.594,-238.22,1.3367,-3.6547,2.5242,,,,,313.616554,
0.0063361,230.22,-29.656,-241.47,1.2523,-3.7398,2.4594,,,,,288.304506,
0.0063441,229.06,-27.375,-237.06,1.4086,-3.5938,2.4898,,,,,322.653916,
0.0063521,238.34,-24.188,-236.62,1.4484,-3.6875,2.4219,,,,,345.211656,
0.0063601,233.69,-26.281,-239.22,1.3016,-3.6117,2.4492,,,,,304.170904,
0.0063681,230.59,-24.094,-241.19,1.2461,-3.6953,2.3742,,,,,287.338199,
0.0063761,234.34,-26.344,-238.97,1.2883,-3.6953,2.3992,,,,,301.900222,
0.0063841,229.31,-23.281,-245.41,1.3148,-3.6508,2.3742,,,,,301.496788,
0.0063921,228.31,-22.469,-239.31,1.4664,-3.6828,2.3148,,,,,334.793784,
0.0064001,231.38,-21.688,-242.69,1.4086,-3.6953,2.4547,,,,,325.921868,
0.0064081,228.12,-21.062,-241.66,1.218,-3.5852,2.307,,,,,277.85016,
0.0064161,232.94,-21.062,-242.09,1.3711,-3.682,2.4414,,,,,319.384034,
0.0064241,228.19,-23.625,-240.28,1.3156,-3.6633,2.4375,,,,,300.206764,
0.0064321,226.12,-19.344,-242.06,1.3914,-3.7234,2.4156,,,,,314.623368,
0.0064401,229.12,-23.219,-241.22,1.3398,-3.6609,2.3352,,,,,306.974976,
0.0064481,227.53,-16.562,-243.69,1.4172,-3.6539,2.4031,,,,,322.455516,
0.0064561,224.75,-19.219,-244.75,1.4781,-3.5023,2.2812,,,,,332.202975,
0.0064641,224.44,-14.75,-240.62,1.3562,-3.7805,2.3227,,,,,304.385528,
0.0064721,224.47,-18.938,-244.03,1.3844,-3.6125,2.2898,,,,,310.756268,
