Time step,Vab,Vbc,Vca,Ia,Ib,Ic,,,,,W1,W2
-0.04432,-288.88,84.875,167.72,-0.31172,3.3844,-2.7984,,,,,90.0496736,
-0.044312,-284.56,78.375,168.28,-0.37422,3.5414,-2.8414,,,,,106.4880432,
-0.044304,-284,79.062,163.31,-0.36797,3.3937,-2.7883,,,,,104.50348,
-0.044296,-282.69,75.469,169.53,-0.49297,3.457,-2.9586,,,,,139.3576893,
-0.044288,-280.34,77.906,171.72,-0.40156,3.4492,-2.9273,,,,,112.5733304,
-0.04428,-283.34,80.625,167.72,-0.37656,3.5141,-2.9344,,,,,106.6945104,
-0.044272,-282.19,77.438,165.59,-0.41875,3.5391,-2.7602,,,,,118.1670625,
-0.044264,-284.47,73.625,171.5,-0.45391,3.5859,-2.8984,,,,,129.1237777,
-0.044256,-279.31,76.781,168,-0.4375,3.5398,-2.7742,,,,,122.198125,
-0.044248,-278.84,73.781,170.03,-0.44141,3.5719,-2.8516,,,,,123.0827644,
-0.04424,-283.53,74.844,171.81,-0.46172,3.4352,-2.8211,,,,,130.9114716,
-0.044232,-277.94,70.688,176.84,-0.48516,3.4516,-2.7914,,,,,134.8453704,
-0.044224,-283.56,75.844,174.03,-0.51016,3.3781,-2.668,,,,,144.6609696,
-0.044216,-281.38,70.562,173.81,-0.51562,3.4766,-2.7344,,,,,145.0851556,
-0.044208,-283.66,75.188,171.03,-0.46406,3.5203,-2.7828,,,,,131.6352596,
-0.0442,-283.78,66,177.44,-0.55859,3.5461,-2.8672,,,,,158.5166702,
-0.044192,-279.12,71.688,173.97,-0.48984,3.4484,-2.6883,,,,,136.7241408,
-0.044184,-278.06,67.031,179.09,-0.46563,3.5492,-2.7687,,,,,129.4730778,
-0.044176,-280.03,72.25,177.38,-0.55469,3.5555,-2.7781,,,,,155.3298407,
-0.044168,-280.12,67.719,177.41,-0.55391,3.5211,-2.7617,,,,,155.1612692,
-0.04416,-278.44,68.375,179.09,-0.62656,3.5859,-2.7539,,,,,174.4593664,
-0.044152,-277.75,65.688,175.47,-0.63828,3.4914,-2.7516,,,,,177.28227,
-0.044144,-280.25,64.562,177.34,-0.49297,3.5273,-2.6711,,,,,138.1548425,
-0.044136,-276.09,59.594,180.81,-0.62578,3.4992,-2.7078,,,,,172.7716002,
-0.044128,-278.12,60.75,176.66,-0.60547,3.5477,-2.718,,,,,168.3933164,
-0.04412,-271.5,65.312,182.28,-0.63125,3.5281,-2.6367,,,,,171.384375,
-0.044112,-276.84,63.5,178.94,-0.63906,3.5758,-2.7141,,,,,176.9173704,
-0.044104,-278.97,56.375,181.03,-0.66094,3.5047,-2.6883,,,,,184.3824318,
-0.044096,-279.22,60,178.94,-0.65859,3.6812,-2.7,,,,,183.8914998,
-0.044088,-278.56,58.531,182.25,-0.71094,3.5164,-2.6992,,,,,198.0394464,
-0.04408,-279.66,56.812,183.03,-0.63828,3.6242,-2.6414,,,,,178.5013848,
-0.044072,-280.66,56,187.62,-0.675,3.5492,-2.6352,,,,,189.4455,
-0.044064,-280.56,61.625,186.41,-0.67734,3.6539,-2.5562,,,,,190.0345104,
-0.044056,-273.91,55.844,188.5,-0.76406,3.5797,-2.6828,,,,,209.2836746,
-0.044048,-280.06,56.844,183.34,-0.67734,3.4719,-2.5867,,,,,189.6958404,
-0.04404,-272.75,55.188,185.72,-0.64687,3.6336,-2.7289,,,,,176.4337925,
-0.044032,-273.88,59.312,183.47,-0.81016,3.5375,-2.5727,,,,,221.8866208,
-0.044024,-276.34,51.281,188.59,-0.68984,3.4922,-2.6187,,,,,190.6303856,
-0.044016,-273.47,54.625,185.62,-0.72109,3.5562,-2.6453,,,,,197.1964823,
-0.044008,-273.06,55.469,190.38,-0.85469,3.6187,-2.6914,,,,,233.3816514,
-0.044,-274.44,49.906,187.03,-0.76953,3.6414,-2.5727,,,,,211.1898132,
-0.043992,-273.12,50.156,193.59,-0.85391,3.5508,-2.5633,,,,,233.2198992,
-0.043984,-276.66,51.219,183.84,-0.75156,3.657,-2.5352,,,,,207.9265896,
-0.043976,-275.38,47.5,189.69,-0.88828,3.6883,-2.618,,,,,244.6145464,
-0.043968,-271.56,52.906,189.53,-0.78125,3.6672,-2.557,,,,,212.15625,
-0.04396,-271.41,49.562,190.81,-0.74297,3.6148,-2.5547,,,,,201.6494877,
-0.043952,-270.5,50.25,190.53,-0.79453,3.6336,-2.5727,,,,,214.920365,
-0.043944,-272.94,46.875,194.34,-0.85703,3.5305,-2.6531,,,,,233.9177682,
-0.043936,-272.34,46.406,189.97,-0.76719,3.6875,-2.582,,,,,208.9365246,
-0.043928,-274.22,39.812,191.12,-0.85469,3.5484,-2.518,,,,,234.3730918,
-0.04392,-273.03,46.5,189.78,-0.86797,3.4617,-2.55,,,,,236.9818491,
-0.043912,-267,44.969,189.72,-0.99609,3.5945,-2.5562,,,,,265.95603,
-0.043904,-273.72,45.312,190.19,-0.84141,3.6328,-2.3773,,,,,230.3107452,
-0.043896,-271.75,40.531,195.94,-0.89609,3.5617,-2.5836,,,,,243.5124575,
-0.043888,-270.84,41.875,193.44,-0.89687,3.6031,-2.4445,,,,,242.9082708,
-0.04388,-271.12,41.281,194.22,-0.91406,3.6516,-2.5438,,,,,247.8199472,
-0.043872,-272.94,40.562,193.38,-0.96719,3.7766,-2.6344,,,,,263.9848386,
-0.043864,-267.44,34.312,197.53,-0.8875,3.5672,-2.5266,,,,,237.353,
-0.043856,-268.84,40.812,194.81,-0.91406,3.5453,-2.4727,,,,,245.7358904,
-0.043848,-270.5,35.625,192.84,-0.9125,3.6961,-2.6187,,,,,246.83125,
-0.04384,-266.56,38.938,197.31,-0.91172,3.6063,-2.4,,,,,243.0280832,
-0.043832,-271.47,35.5,196.47,-0.94531,3.7047,-2.5648,,,,,256.6233057,
-0.043824,-263.56,37.5,193.94,-1,3.6453,-2.5047,,,,,263.56,
-0.043816,-266.41,32.281,193.41,-1.0125,3.5461,-2.4453,,,,,269.740125,
-0.043808,-268.81,36,195,-0.95234,3.7031,-2.4234,,,,,255.9985154,
-0.0438,-266.66,34.25,195.44,-0.94922,3.5141,-2.4789,,,,,253.1190052,
-0.043792,-263.31,37.531,193.81,-1.0094,3.6141,-2.407,,,,,265.785114,
-0.043784,-263.62,30.562,195.53,-0.97344,3.6883,-2.5297,,,,,256.6182528,
-0.043776,-267,34.812,196.59,-1.0469,3.6445,-2.418,,,,,279.5223,
-0.043768,-266.94,29,197.41,-0.9875,3.6938,-2.5078,,,,,263.60325,
-0.04376,-267.47,35.25,195.66,-1.0508,3.6961,-2.4117,,,,,281.057476,
-0.043752,-265.81,28.281,197.72,-1.0797,3.5805,-2.4977,,,,,286.995057,
-0.043744,-264.31,31.75,193.84,-1.0711,3.6648,-2.4242,,,,,283.102441,
-0.043736,-265.56,21.688,200.44,-0.95781,3.5836,-2.3813,,,,,254.3560236,
-0.043728,-266.06,28.062,199.69,-1.0344,3.6,-2.4055,,,,,275.212464,
-0.04372,-261.56,26.219,203.12,-1.1477,3.7086,-2.4805,,,,,300.192412,
-0.043712,-261.72,31.406,201.41,-1.1,3.5664,-2.3461,,,,,287.892,
-0.043704,-258.44,24.531,200.47,-1.0883,3.5984,-2.3242,,,,,281.260252,
-0.043696,-266.44,28.781,201.78,-1.1023,3.7266,-2.2977,,,,,293.696812,
-0.043688,-263.75,22.375,203.84,-1.1492,3.525,-2.4086,,,,,303.1015,
-0.04368,-260.31,26.812,201.38,-1.2148,3.5984,-2.5211,,,,,316.224588,
-0.043672,-260.28,24.562,205.38,-1.1039,3.7289,-2.3391,,,,,287.323092,
-0.043664,-261.47,25.344,200.34,-1.2063,3.5805,-2.257,,,,,315.411261,
-0.043656,-261.16,18.344,202.75,-1.0445,3.6594,-2.3125,,,,,272.78162,
-0.043648,-262.47,21.812,204.19,-1.168,3.5734,-2.3008,,,,,306.56496,
-0.04364,-263.56,22.688,203.09,-1.1602,3.6039,-2.3922,,,,,305.782312,
-0.043632,-259.38,21.25,205.75,-1.243,3.6773,-2.2227,,,,,322.40934,
-0.043624,-259.72,16.906,204.28,-1.057,3.6156,-2.207,,,,,274.52404,
-0.043616,-259.53,21,207.44,-1.0891,3.6609,-2.2703,,,,,282.654123,
-0.043608,-258.19,14.812,207.84,-1.1,3.6023,-2.2273,,,,,284.009,
-0.0436,-258.5,21.031,210.16,-1.168,3.5812,-2.2945,,,,,301.928,
-0.043592,-258.34,15.375,210.81,-1.1719,3.6016,-2.2711,,,,,302.748646,
-0.043584,-260.12,18.562,209.25,-1.1094,3.6172,-2.2305,,,,,288.577128,
-0.043576,-260.25,12.938,210.56,-1.3609,3.6172,-2.2344,,,,,354.174225,
-0.043568,-263.69,19.625,206.94,-1.2312,3.7266,-2.1266,,,,,324.655128,
-0.04356,-258.78,13.062,209.06,-1.2445,3.7172,-2.2344,,,,,322.05171,
-0.043552,-258.72,19.031,209.41,-1.0875,3.5641,-2.1891,,,,,281.358,
-0.043544,-255.72,12.312,212.44,-1.2008,3.7328,-2.3297,,,,,307.068576,
-0.043536,-261.16,9.7812,212.81,-1.2828,3.4875,-2.2039,,,,,335.016048,
-0.043528,-259.47,12.219,211.31,-1.2469,3.6531,-2.175,,,,,323.533143,
-0.04352,-263.88,11.5,208.12,-1.218,3.6375,-2.1266,,,,,321.40584,
-0.043512,-255.84,11.531,213.56,-1.2969,3.6859,-2.2391,,,,,331.798896,
-0.043504,-261.31,13.906,207.69,-1.3008,3.5773,-2.2477,,,,,339.912048,
-0.043496,-258.22,9.3438,214.66,-1.2703,3.7508,-2.282,,,,,328.016866,
-0.043488,-255.22,9.9375,213.88,-1.2656,3.6531,-2.2055,,,,,323.006432,
-0.04348,-257.19,7.4375,210.62,-1.2203,3.6516,-2.3258,,,,,313.848957,
-0.043472,-256.78,10.5,211.53,-1.3297,3.5406,-2.1297,,,,,341.440366,
-0.043464,-255.66,5.4062,215.31,-1.4344,3.6375,-2.1211,,,,,366.718704,
-0.043456,-247.09,6.4688,215.88,-1.3508,3.7508,-2.1117,,,,,333.769172,
-0.043448,-255.06,3.0938,218.62,-1.2906,3.6977,-2.1555,,,,,329.180436,
-0.04344,-253.88,7.9688,213.12,-1.325,3.6313,-2.1719,,,,,336.391,
-0.043432,-255.06,4.9375,215.81,-1.3469,3.682,-2.1875,,,,,343.540314,
-0.043424,-251.94,6.5625,212.41,-1.2906,3.568,-2.107,,,,,325.153764,
-0.043416,-256.94,0.3125,214.09,-1.3945,3.7484,-2.2211,,,,,358.30283,
-0.043408,-259.22,3.4375,213.19,-1.375,3.6953,-2.1242,,,,,356.4275,
-0.0434,-252.88,0.3125,218.31,-1.3141,3.7445,-2.1187,,,,,332.309608,
-0.043392,-253.75,0.375,215.34,-1.3609,3.6633,-2.1359,,,,,345.328375,
-0.043384,-254.97,0.25,216.91,-1.4563,3.6258,-2.1531,,,,,371.312811,
-0.043376,-252.34,2.4688,214.5,-1.4578,3.5664,-2.107,,,,,367.861252,
-0.043368,-249.31,-1.7188,214.75,-1.3398,3.6477,-2.0609,,,,,334.025538,
-0.04336,-249.88,1.625,216.47,-1.2602,3.6812,-2.0023,,,,,314.898776,
-0.043352,-251.47,-3.6875,217.66,-1.4273,3.7227,-2.0016,,,,,358.923131,
-0.043344,-250.94,1.3125,218.69,-1.4305,3.65,-2.0602,,,,,358.96967,
-0.043336,-247.66,-2.2188,213.59,-1.357,3.6523,-2.0805,,,,,336.07462,
-0.043328,-252.06,0.15625,218.78,-1.4258,3.6789,-2.0836,,,,,359.387148,
-0.04332,-251.94,-6.9688,220.59,-1.4359,3.6594,-2.032,,,,,361.760646,
-0.043312,-253.88,-4.7812,218.81,-1.4836,3.6742,-1.9875,,,,,376.656368,
-0.043304,-251.97,-5.7188,222.38,-1.4617,3.6273,-2.0352,,,,,368.304549,
-0.043296,-247,-1.2812,218.78,-1.3695,3.6688,-2.0633,,,,,338.2665,
-0.043288,-251.53,-5.4688,219.75,-1.507,3.7055,-2.0094,,,,,379.05571,
-0.04328,-250.81,-6.6562,219.75,-1.3992,3.6187,-1.9281,,,,,350.933352,
-0.043272,-248.38,-6.4375,223.56,-1.4727,3.6594,-1.9414,,,,,365.789226,
-0.043264,-252.09,-7.1562,224.19,-1.4961,3.5453,-1.9555,,,,,377.151849,
-0.043256,-252.09,-7.6562,221.53,-1.5047,3.6203,-2.0523,,,,,379.319823,
-0.043248,-245.44,-5.5938,220.44,-1.5297,3.7383,-1.9258,,,,,375.449568,
-0.04324,-244.72,-9.9062,218.62,-1.5008,3.7008,-2.0734,,,,,367.275776,
-0.043232,-245.41,-8.5,220.97,-1.4633,3.6688,-1.9211,,,,,359.108453,
-0.043224,-246.53,-16.094,220.91,-1.5586,3.7,-1.9156,,,,,384.241658,
-0.043216,-245.56,-12.562,225,-1.4922,3.4969,-1.9547,,,,,366.424632,
-0.043208,-243.41,-15.375,224.91,-1.4641,3.5516,-1.9297,,,,,356.376581,
-0.0432,-243.94,-9.7812,222,-1.4164,3.6734,-1.9305,,,,,345.516616,
-0.043192,-248.5,-13.594,222.28,-1.6109,3.6711,-1.9688,,,,,400.30865,
-0.043184,-248.22,-12.875,223.88,-1.6492,3.6461,-1.9555,,,,,409.364424,
-0.043176,-244.91,-14.062,226.72,-1.6789,3.5367,-1.9406,,,,,411.179399,
-0.043168,-247.69,-13.469,225.38,-1.6352,3.5891,-1.9742,,,,,405.022688,
-0.04316,-243.34,-17,225.66,-1.7031,3.7195,-1.8852,,,,,414.432354,
-0.043152,-242.53,-18.219,221.69,-1.5992,3.6023,-1.8523,,,,,387.853976,
-0.043144,-241.5,-19.375,223.59,-1.6984,3.7062,-1.893,,,,,410.1636,
-0.043136,-248.12,-17.844,227.5,-1.5992,3.6156,-1.893,,,,,396.793504,
-0.043128,-244.94,-20.156,222.56,-1.6742,3.643,-1.8766,,,,,410.078548,
-0.04312,-240.25,-18.656,224.5,-1.6812,3.5898,-1.8148,,,,,403.9083,
-0.043112,-249.19,-24.219,230.5,-1.7672,3.6742,-1.8406,,,,,440.368568,
-0.043104,-241.66,-19.469,224.44,-1.6742,3.6414,-1.7602,,,,,404.587172,
-0.043096,-241.5,-24.25,227.72,-1.7422,3.6797,-1.8938,,,,,420.7413,
-0.043088,-242.47,-18.906,225.69,-1.5773,3.6039,-1.7695,,,,,382.447931,
-0.04308,-245.34,-22.719,231.06,-1.6078,3.6227,-1.9922,,,,,394.457652,
-0.043072,-241.38,-23.531,231.28,-1.6469,3.5883,-1.6953,,,,,397.528722,
-0.043064,-237.22,-24.812,230.66,-1.6578,3.693,-1.9461,,,,,393.263316,
-0.043056,-237.97,-22.844,225.25,-1.7852,3.6391,-1.8195,,,,,424.824044,
-0.043048,-238.94,-29.188,227.12,-1.5844,3.6375,-1.882,,,,,378.576536,
-0.04304,-239.5,-24.062,225.94,-1.6805,3.6445,-1.7125,,,,,402.47975,
-0.043032,-239.34,-28.188,229.5,-1.7336,3.7016,-1.8266,,,,,414.919824,
-0.043024,-239.81,-23.25,228.53,-1.7766,3.7234,-1.6656,,,,,426.046446,
-0.043016,-243.94,-27.75,229.69,-1.6547,3.6906,-1.7867,,,,,403.647518,
-0.043008,-238.66,-27.406,230.03,-1.7531,3.6422,-1.7227,,,,,418.394846,
-0.043,-240.78,-31.562,227.56,-1.7523,3.6945,-1.8242,,,,,421.918794,
-0.042992,-241.78,-27.562,228.94,-1.7531,3.6859,-1.6867,,,,,423.864518,
-0.042984,-237.75,-30.375,228.09,-1.8594,3.7867,-1.7961,,,,,442.07235,
-0.042976,-234.66,-31.875,231.19,-1.6867,3.7406,-1.7086,,,,,395.801022,
-0.042968,-237.06,-33.156,231.75,-1.7352,3.5922,-1.7258,,,,,411.346512,
-0.04296,-234.31,-32.844,230.75,-1.7109,3.6055,-1.6742,,,,,400.880979,
-0.042952,-232.25,-33.406,232,-1.6828,3.6047,-1.6875,,,,,390.8303,
-0.042944,-236.12,-33.844,235.88,-1.7617,3.6805,-1.6055,,,,,415.972604,
-0.042936,-238.12,-36.094,233.97,-1.8867,3.6734,-1.6914,,,,,449.261004,
-0.042928,-233.69,-32.094,226.41,-1.8008,3.7164,-1.7102,,,,,420.828952,
-0.04292,-238.28,-34.781,233.38,-1.7672,3.5609,-1.7219,,,,,421.088416,
-0.042912,-236,-31.781,232.31,-1.7875,3.8008,-1.7383,,,,,421.85,
-0.042904,-233.34,-33.094,232.84,-1.8523,3.7453,-1.6508,,,,,432.215682,
-0.042896,-233.28,-33.969,230.59,-1.8328,3.6711,-1.5266,,,,,427.555584,
-0.042888,-228.62,-38.188,232.88,-1.8391,3.6672,-1.7367,,,,,420.455042,
-0.04288,-231,-35.812,229.88,-1.8664,3.5672,-1.5703,,,,,431.1384,
-0.042872,-231.94,-36.438,230.41,-1.8945,3.6703,-1.7117,,,,,439.41033,
-0.042864,-230.28,-37.312,233.06,-1.7969,3.7344,-1.6445,,,,,413.790132,
-0.042856,-235.84,-38.344,233.66,-1.8766,3.6555,-1.5016,,,,,442.577344,
-0.042848,-231.5,-40.531,234.72,-1.9914,3.8156,-1.6094,,,,,461.0091,
-0.04284,-228.41,-40.812,237.06,-1.9719,3.5711,-1.6766,,,,,450.401679,
-0.042832,-230.06,-40.875,235.78,-1.8516,3.5562,-1.5953,,,,,425.979096,
-0.042824,-233.44,-43.969,233.88,-1.9008,3.5953,-1.5719,,,,,443.722752,
-0.042816,-229.97,-43.094,236.66,-1.8227,3.5812,-1.582,,,,,419.166319,
-0.042808,-229.69,-41.625,240.31,-1.7937,3.6523,-1.5453,,,,,411.994953,
-0.0428,-226.41,-44.25,234.34,-1.8195,3.8383,-1.5758,,,,,411.952995,
-0.042792,-230.22,-46.594,236.34,-1.9062,3.6602,-1.6023,,,,,438.845364,
-0.042784,-225.84,-43.875,232.81,-1.9414,3.6984,-1.4766,,,,,438.445776,
-0.042776,-231.06,-45.344,237.09,-1.9062,3.7367,-1.493,,,,,440.446572,
-0.042768,-228.28,-44.125,237.38,-2.025,3.5695,-1.3188,,,,,462.267,
-0.04276,-224.28,-53.375,238.81,-1.9578,3.7297,-1.557,,,,,439.095384,
-0.042752,-224.47,-49.125,240,-2.0297,3.6383,-1.5289,,,,,455.606759,
-0.042744,-224.16,-47.688,234.25,-1.982,3.6,-1.55,,,,,444.28512,
-0.042736,-219.5,-46.656,235.25,-2.0328,3.6906,-1.5445,,,,,446.1996,
-0.042728,-219.97,-46.844,234.94,-2.0133,3.6703,-1.4875,,,,,442.865601,
-0.04272,-224.94,-47.875,234.12,-2.0266,3.6422,-1.3906,,,,,455.863404,
-0.042712,-221.66,-51.844,237.31,-1.9977,3.6133,-1.4898,,,,,442.810182,
-0.042704,-216.53,-49.906,241.41,-1.9641,3.682,-1.3906,,,,,425.286573,
-0.042696,-223.88,-54.312,238.97,-2.0281,3.707,-1.4594,,,,,454.051028,
-0.042688,-219.06,-52.375,238.72,-2.0586,3.6648,-1.3367,,,,,450.956916,
-0.04268,-221.69,-54.438,240.06,-2.0227,3.7313,-1.4586,,,,,448.412363,
-0.042672,-222.47,-53.219,234.97,-2.0414,3.5945,-1.4375,,,,,454.150258,
-0.042664,-222.16,-60.344,239.97,-2.0016,3.6758,-1.3789,,,,,444.675456,
-0.042656,-221.25,-52.938,235.97,-2.0625,3.557,-1.375,,,,,456.328125,
-0.042648,-221.53,-56.625,241.12,-2.0656,3.6406,-1.3805,,,,,457.592368,
-0.04264,-222.16,-59.125,240,-2.0594,3.6437,-1.4672,,,,,457.516304,
-0.042632,-213.25,-57.188,239.84,-2.0438,3.6633,-1.4117,,,,,435.84035,
-0.042624,-219.19,-57.469,241.66,-2.1211,3.6727,-1.4062,,,,,464.923909,
-0.042616,-215.22,-63.062,242.31,-2.0469,3.7188,-1.4266,,,,,440.533818,
-0.042608,-218.47,-54.656,238.34,-2.1102,3.6008,-1.3594,,,,,461.015394,
-0.0426,-219.06,-60.469,240.91,-2.1641,3.6305,-1.4484,,,,,474.067746,
-0.042592,-217.25,-59.031,237.06,-2.0938,3.5984,-1.2984,,,,,454.87805,
-0.042584,-214.22,-66.562,244.59,-2.0438,3.582,-1.3656,,,,,437.822836,
-0.042576,-213.03,-61.438,241.34,-2.0297,3.6766,-1.4484,,,,,432.386991,
-0.042568,-214.06,-63.938,242.75,-2.1227,3.5586,-1.3977,,,,,454.385162,
-0.04256,-216.12,-62.625,242.72,-2.1695,3.6336,-1.2531,,,,,468.87234,
-0.042552,-210.12,-64.188,240.41,-2.0211,3.6414,-1.2844,,,,,424.673532,
-0.042544,-210.88,-60.281,244.41,-2.1531,3.6914,-1.2234,,,,,454.045728,
-0.042536,-212.28,-68.5,241.56,-2.1211,3.5766,-1.3445,,,,,450.267108,
-0.042528,-212.41,-68.969,241.25,-2.1617,3.5812,-1.2383,,,,,459.166697,
-0.04252,-212.72,-65.844,240.09,-2.1852,3.6383,-1.3813,,,,,464.835744,
-0.042512,-209.22,-66.844,243,-2.2156,3.482,-1.3234,,,,,463.547832,
-0.042504,-208,-67.75,238.78,-2.1578,3.6555,-1.3742,,,,,448.8224,
-0.042496,-206.59,-64.719,243.88,-2.2758,3.5234,-1.268,,,,,470.157522,
-0.042488,-208.16,-71.344,246.94,-2.2188,3.5539,-1.1898,,,,,461.865408,
-0.04248,-214.16,-68.844,243.38,-2.1648,3.593,-1.2969,,,,,463.613568,
-0.042472,-210.03,-68.938,240.59,-2.1711,3.5508,-1.3875,,,,,455.996133,
-0.042464,-211.81,-68.5,243.75,-2.2961,3.6063,-1.1609,,,,,486.336941,
-0.042456,-207.28,-71.969,242.75,-2.1148,3.6797,-1.2531,,,,,438.355744,
-0.042448,-208.62,-72.094,238.81,-2.2648,3.6883,-1.2656,,,,,472.482576,
-0.04244,-208.62,-76.781,244.25,-2.1523,3.482,-1.2141,,,,,449.012826,
-0.042432,-211,-74.562,244.53,-2.2734,3.6461,-1.1477,,,,,479.6874,
-0.042424,-204.94,-77.219,248.16,-2.232,3.6078,-1.2945,,,,,457.42608,
-0.042416,-207.5,-75,246.03,-2.1641,3.5477,-1.1836,,,,,449.05075,
-0.042408,-208.59,-75.906,246.53,-2.2773,3.6437,-1.1859,,,,,475.022007,
-0.0424,-208.34,-76.312,243.38,-2.2078,3.6258,-1.2711,,,,,459.973052,
-0.042392,-205.47,-78.094,243.69,-2.2883,3.6523,-1.2648,,,,,470.177001,
-0.042384,-205.88,-75.469,243.69,-2.2977,3.6078,-1.1586,,,,,473.050476,
-0.042376,-207.78,-80.906,247.12,-2.257,3.5773,-1.175,,,,,468.95946,
-0.042368,-202.59,-79.812,246.22,-2.4109,3.5477,-1.1422,,,,,488.424231,
-0.04236,-203.75,-80.875,243.94,-2.3086,3.6742,-1.1836,,,,,470.37725,
-0.042352,-199.44,-78.031,248.38,-2.3016,3.6031,-1.0445,,,,,459.031104,
-0.042344,-205.53,-81.031,249.12,-2.4102,3.6313,-1.0992,,,,,495.368406,
-0.042336,-202.22,-81.094,248.25,-2.3414,3.707,-1.0664,,,,,473.477908,
-0.042328,-206.22,-83,245,-2.3719,3.5008,-1.0898,,,,,489.133218,
-0.04232,-203.31,-83.094,246.75,-2.4703,3.5805,-1.1102,,,,,502.236693,
-0.042312,-203.69,-85.438,245.75,-2.3367,3.6883,-1.2281,,,,,475.962423,
-0.042304,-198.19,-83.281,247.47,-2.2758,3.5055,-0.97266,,,,,451.040802,
-0.042296,-202.75,-86.5,249.5,-2.3398,3.5211,-1.2305,,,,,474.39445,
-0.042288,-197.81,-82.688,245.34,-2.4023,3.5852,-0.97578,,,,,475.198963,
-0.04228,-199.16,-84.375,248.88,-2.3633,3.6516,-1.0523,,,,,470.674828,
-0.042272,-199.72,-84.875,248.88,-2.3203,3.5492,-0.97969,,,,,463.410316,
-0.042264,-202.97,-85.875,250.38,-2.4109,3.6094,-1.0297,,,,,489.340373,
-0.042256,-199.72,-86.125,248.09,-2.3234,3.5094,-1.0602,,,,,464.029448,
-0.042248,-200.09,-91.469,251.59,-2.5172,3.6586,-1.107,,,,,503.666548,
-0.04224,-199.75,-87.844,248.59,-2.3398,3.6414,-1.0375,,,,,467.37505,
-0.042232,-192.72,-89.156,251.06,-2.4984,3.6008,-1.007,,,,,481.491648,
-0.042224,-197.84,-88.656,248.12,-2.4125,3.5492,-0.99141,,,,,477.289,
-0.042216,-194.44,-93.469,251.12,-2.4578,3.6203,-1.1016,,,,,477.894632,
-0.042208,-197.12,-90.375,248.62,-2.5375,3.5898,-0.92891,,,,,500.192,
-0.0422,-192.81,-94.531,254.72,-2.5125,3.6344,-1.018,,,,,484.435125,
-0.042192,-195.44,-91.281,247.19,-2.4625,3.6844,-1.0141,,,,,481.271,
-0.042184,-196.28,-96.375,249.09,-2.4438,3.5688,-1.0094,,,,,479.669064,
-0.042176,-193.97,-92.188,248.28,-2.4109,3.6063,-0.99766,,,,,467.642273,
-0.042168,-192.19,-93.875,254.94,-2.475,3.5883,-0.96172,,,,,475.67025,
-0.04216,-192.69,-94.406,254.25,-2.3813,3.5477,-0.90312,,,,,458.852697,
-0.042152,-194.56,-93.281,252.12,-2.4453,3.6016,-0.96484,,,,,475.757568,
-0.042144,-189.84,-96,251.03,-2.4492,3.5492,-0.95078,,,,,464.956128,
-0.042136,-194.53,-99.156,250.78,-2.4148,3.6266,-0.93125,,,,,469.751044,
-0.042128,-184.25,-97.906,251.5,-2.4547,3.5617,-0.93203,,,,,452.278475,
-0.04212,-184.75,-100.16,255.19,-2.5039,3.6727,-1.0328,,,,,462.595525,
-0.042112,-188.97,-97.875,253.81,-2.4703,3.5289,-0.96797,,,,,466.812591,
-0.042104,-188.03,-100.94,251.44,-2.5187,3.6227,-0.94688,,,,,473.591161,
-0.042096,-190.59,-100.81,250.28,-2.5789,3.5664,-0.87109,,,,,491.512551,
-0.042088,-186.72,-97.25,250.94,-2.5039,3.5297,-0.88047,,,,,467.528208,
-0.04208,-190.16,-100.59,248.31,-2.6141,3.518,-0.88438,,,,,497.097256,
-0.042072,-186.28,-104.28,251.06,-2.5312,3.5305,-0.76875,,,,,471.511936,
-0.042064,-182.44,-100.69,252.47,-2.4992,3.5258,-0.82812,,,,,455.954048,
-0.042056,-181.38,-102.69,254.31,-2.593,3.6492,-0.79609,,,,,470.31834,
-0.042048,-180.66,-104.16,253.97,-2.507,3.4797,-0.82656,,,,,452.91462,
-0.04204,-186.62,-108.5,251.72,-2.4836,3.4727,-0.75938,,,,,463.489432,
-0.042032,-187.84,-106.38,254.19,-2.6156,3.6273,-0.79922,,,,,491.314304,
-0.042024,-180.84,-109.03,254,-2.5375,3.575,-0.74922,,,,,458.8815,
-0.042016,-185.66,-107.22,259,-2.5258,3.5367,-0.72969,,,,,468.940028,
-0.042008,-179.59,-105.12,255.84,-2.5328,3.7234,-0.81094,,,,,454.865552,
-0.042,-186.78,-107.03,254.72,-2.5664,3.6039,-0.77656,,,,,479.352192,
-0.041992,-180.28,-111.38,255.03,-2.6523,3.5641,-0.78438,,,,,478.156644,
-0.041984,-183.53,-111.28,249.31,-2.6641,3.4961,-0.76719,,,,,488.942273,
-0.041976,-176.47,-110.28,256.34,-2.6102,3.5148,-0.8375,,,,,460.621994,
-0.041968,-181.88,-110.16,255.09,-2.6523,3.4625,-0.66641,,,,,482.400324,
-0.04196,-180.38,-115.19,257.88,-2.6031,3.5039,-0.70625,,,,,469.547178,
-0.041952,-185.47,-110.5,253.81,-2.6398,3.4883,-0.72656,,,,,489.603706,
-0.041944,-184.31,-111.38,258.47,-2.6797,3.5289,-0.67812,,,,,493.895507,
-0.041936,-182.41,-111.84,253.03,-2.6969,3.5211,-0.59453,,,,,491.941529,
-0.041928,-182.91,-114.94,249.03,-2.7461,3.6094,-0.66641,,,,,502.289151,
